Filename,Split
train2,train
train3989,train
train11386,train
train13681,train
train3356,train
train15652,train
train2122,train
train13813,train
train14227,train
train12221,train
train17126,train
train17951,train
train1545,train
train1443,train
train13604,train
train16443,train
train4085,train
train12933,train
train12813,train
train12023,train
train17652,train
train2200,train
train40,train
train13210,train
train12734,train
train15952,train
train13648,train
train16187,train
train786,train
train10423,train
train8847,train
train10539,train
train12792,train
train17000,train
train3878,train
train12861,train
train1325,train
train16526,train
train9177,train
train2943,train
train5141,train
train6997,train
train12362,train
train13639,train
train10078,train
train3359,train
train16961,train
train2990,train
train18020,train
train2303,train
train3316,train
train9224,train
train15530,train
train8179,train
train17286,train
train1600,train
train12904,train
train18622,train
train10148,train
train10831,train
train12764,train
train460,train
train18576,train
train12561,train
train1914,train
train14848,train
train13164,train
train5785,train
train310,train
train3222,train
train14691,train
train11794,train
train5478,train
train11888,train
train17923,train
train16890,train
train4186,train
train16096,train
train12118,train
train13436,train
train16316,train
train14564,train
train6417,train
train5158,train
train13082,train
train3451,train
train17502,train
train9012,train
train232,train
train18670,train
train13196,train
train8237,train
train2366,train
train10246,train
train18086,train
train11636,train
train4157,train
train15842,train
train18738,train
train13104,train
train11291,train
train15820,train
train18423,train
train1339,train
train8965,train
train16106,train
train8360,train
train17756,train
train3592,train
train1719,train
train5975,train
train9328,train
train18449,train
train1064,train
train14557,train
train7380,train
train15544,train
train1353,train
train11599,train
train11433,train
train11773,train
train5503,train
train5666,train
train4238,train
train16914,train
train2948,train
train18204,train
train10125,train
train6276,train
train15115,train
train15628,train
train17006,train
train14310,train
train16954,train
train272,train
train8445,train
train10616,train
train16991,train
train3426,train
train4163,train
train15616,train
train6605,train
train16061,train
train361,train
train13785,train
train2639,train
train8597,train
train10333,train
train10418,train
train12931,train
train11917,train
train14112,train
train6200,train
train17748,train
train3004,train
train17634,train
train14257,train
train5735,train
train7165,train
train1541,train
train9598,train
train296,train
train14554,train
train2910,train
train2425,train
train6892,train
train733,train
train3180,train
train13133,train
train980,train
train8287,train
train18339,train
train10294,train
train3496,train
train8063,train
train10654,train
train14001,train
train3312,train
train15565,train
train12553,train
train13028,train
train9009,train
train15514,train
train11131,train
train13032,train
train10040,train
train4970,train
train12682,train
train13451,train
train3352,train
train11066,train
train12870,train
train18637,train
train7917,train
train9974,train
train4310,train
train2211,train
train9798,train
train6461,train
train18613,train
train9687,train
train13608,train
train10003,train
train1830,train
train9493,train
train7925,train
train14650,train
train3562,train
train2559,train
train1269,train
train810,train
train17683,train
train7360,train
train11600,train
train9501,train
train12021,train
train15879,train
train1758,train
train3221,train
train2709,train
train9790,train
train18168,train
train12610,train
train4315,train
train10677,train
train14774,train
train9020,train
train15556,train
train14033,train
train3566,train
train6991,train
train7443,train
train17919,train
train4446,train
train4379,train
train9692,train
train17334,train
train15987,train
train6497,train
train18374,train
train7816,train
train6433,train
train10809,train
train119,train
train15648,train
train3530,train
train10768,train
train904,train
train2206,train
train15187,train
train8806,train
train3506,train
train12197,train
train12909,train
train659,train
train4582,train
train9895,train
train12399,train
train8899,train
train6325,train
train6805,train
train6360,train
train1416,train
train13382,train
train4921,train
train16906,train
train2349,train
train6123,train
train4836,train
train2573,train
train2352,train
train12611,train
train10623,train
train3952,train
train5441,train
train13749,train
train6322,train
train7680,train
train14355,train
train3353,train
train3898,train
train628,train
train8128,train
train1159,train
train7131,train
train11004,train
train2268,train
train15135,train
train9227,train
train7774,train
train5631,train
train1637,train
train3669,train
train5066,train
train2342,train
train8613,train
train12074,train
train1663,train
train16047,train
train17622,train
train17861,train
train10366,train
train17088,train
train5616,train
train2939,train
train17873,train
train5257,train
train7826,train
train5234,train
train10754,train
train16980,train
train14727,train
train17636,train
train9407,train
train11392,train
train9437,train
train2066,train
train12597,train
train6365,train
train13409,train
train12791,train
train2772,train
train11001,train
train11717,train
train2355,train
train2743,train
train4750,train
train7304,train
train12989,train
train10798,train
train18715,train
train16600,train
train6513,train
train14646,train
train3450,train
train5265,train
train2620,train
train14684,train
train2887,train
train6708,train
train4658,train
train4592,train
train12174,train
train12153,train
train3682,train
train6765,train
train12161,train
train2436,train
train13448,train
train16594,train
train4918,train
train2708,train
train16090,train
train15611,train
train3105,train
train1570,train
train15856,train
train18173,train
train13197,train
train11862,train
train15158,train
train12908,train
train1871,train
train15449,train
train5470,train
train2649,train
train12864,train
train4636,train
train6729,train
train13400,train
train18608,train
train7386,train
train15233,train
train5182,train
train894,train
train15,train
train15341,train
train8224,train
train9981,train
train16579,train
train7866,train
train15940,train
train18541,train
train7577,train
train16300,train
train11869,train
train5687,train
train6551,train
train8564,train
train8986,train
train14998,train
train4769,train
train7401,train
train7742,train
train13804,train
train11886,train
train15517,train
train14409,train
train7792,train
train12152,train
train14350,train
train14090,train
train5267,train
train18473,train
train6763,train
train11619,train
train11391,train
train13556,train
train12508,train
train7350,train
train13121,train
train16048,train
train17471,train
train2592,train
train15707,train
train11087,train
train15276,train
train7928,train
train5026,train
train10059,train
train14318,train
train12612,train
train18006,train
train16366,train
train14590,train
train9985,train
train9331,train
train1407,train
train9460,train
train4397,train
train3160,train
train640,train
train4605,train
train10554,train
train15630,train
train13084,train
train4901,train
train13472,train
train4882,train
train18333,train
train12701,train
train10729,train
train10043,train
train8805,train
train13508,train
train14886,train
train10335,train
train10914,train
train12280,train
train14638,train
train1322,train
train16023,train
train16812,train
train9545,train
train9617,train
train4147,train
train14045,train
train4317,train
train12778,train
train9855,train
train9626,train
train17060,train
train4867,train
train10952,train
train4910,train
train5216,train
train10917,train
train18636,train
train1292,train
train5477,train
train6443,train
train8277,train
train17434,train
train8830,train
train5886,train
train13004,train
train10444,train
train15316,train
train4980,train
train12374,train
train7444,train
train16737,train
train14421,train
train14400,train
train10536,train
train16218,train
train1338,train
train14221,train
train16900,train
train4943,train
train3602,train
train14631,train
train723,train
train17820,train
train14982,train
train3796,train
train15973,train
train2555,train
train4649,train
train8995,train
train14837,train
train694,train
train10722,train
train4870,train
train250,train
train14742,train
train3328,train
train1127,train
train6432,train
train1215,train
train16772,train
train11935,train
train1836,train
train13098,train
train12496,train
train9215,train
train1182,train
train8770,train
train7060,train
train1928,train
train4595,train
train9724,train
train7885,train
train12700,train
train5175,train
train14561,train
train13756,train
train5810,train
train13563,train
train7508,train
train3627,train
train9623,train
train18334,train
train546,train
train9519,train
train6265,train
train14107,train
train11927,train
train3544,train
train7115,train
train17430,train
train12222,train
train8911,train
train3109,train
train15609,train
train5034,train
train2920,train
train5796,train
train9464,train
train7307,train
train6394,train
train8584,train
train11419,train
train16725,train
train329,train
train2992,train
train16422,train
train14981,train
train9903,train
train14891,train
train8630,train
train2544,train
train13731,train
train16409,train
train13356,train
train7951,train
train3533,train
train11452,train
train6254,train
train18151,train
train2257,train
train15424,train
train3728,train
train14550,train
train1141,train
train9202,train
train16364,train
train5482,train
train2670,train
train427,train
train12007,train
train12608,train
train9354,train
train17626,train
train17992,train
train8107,train
train7082,train
train11850,train
train8968,train
train10682,train
train6116,train
train15003,train
train15089,train
train17223,train
train17840,train
train10231,train
train10865,train
train1048,train
train4389,train
train7483,train
train6339,train
train16223,train
train14115,train
train16003,train
train3697,train
train764,train
train5578,train
train1520,train
train13218,train
train3416,train
train18607,train
train1271,train
train16955,train
train14135,train
train6210,train
train11805,train
train10735,train
train5492,train
train11369,train
train16052,train
train10686,train
train1419,train
train18756,train
train2625,train
train5321,train
train4125,train
train5104,train
train18567,train
train18499,train
train15562,train
train16405,train
train1478,train
train1312,train
train15509,train
train741,train
train12615,train
train6354,train
train12142,train
train10356,train
train13425,train
train12112,train
train14266,train
train7975,train
train1405,train
train2337,train
train12213,train
train4057,train
train11620,train
train5970,train
train12287,train
train14444,train
train9826,train
train8974,train
train919,train
train3125,train
train6022,train
train17664,train
train10209,train
train12948,train
train1388,train
train1866,train
train1024,train
train12113,train
train6439,train
train13334,train
train3969,train
train9046,train
train8320,train
train8951,train
train18264,train
train14974,train
train17422,train
train799,train
train1529,train
train15491,train
train9718,train
train820,train
train1003,train
train10556,train
train1585,train
train5868,train
train13094,train
train4409,train
train10788,train
train11375,train
train7465,train
train1136,train
train13101,train
train12306,train
train1176,train
train3293,train
train6500,train
train8100,train
train8762,train
train17856,train
train6332,train
train16239,train
train1501,train
train8476,train
train11723,train
train11457,train
train16407,train
train17197,train
train17770,train
train8775,train
train3700,train
train533,train
train12199,train
train11930,train
train10541,train
train126,train
train14931,train
train18158,train
train13501,train
train17795,train
train10504,train
train3786,train
train13033,train
train9457,train
train4762,train
train8264,train
train10872,train
train14458,train
train548,train
train9751,train
train12956,train
train16674,train
train482,train
train7571,train
train13884,train
train15317,train
train14577,train
train6857,train
train1300,train
train1560,train
train12035,train
train7359,train
train6524,train
train1714,train
train5591,train
train1463,train
train3101,train
train5493,train
train3107,train
train3663,train
train18153,train
train3475,train
train7010,train
train5547,train
train1780,train
train5967,train
train5253,train
train2193,train
train9842,train
train12590,train
train11124,train
train11929,train
train5024,train
train2018,train
train9860,train
train2252,train
train5275,train
train2627,train
train15595,train
train1987,train
train14665,train
train13150,train
train716,train
train18372,train
train2168,train
train18520,train
train13535,train
train12383,train
train64,train
train16420,train
train12395,train
train16242,train
train12134,train
train1123,train
train14425,train
train818,train
train7748,train
train13802,train
train2947,train
train11625,train
train6136,train
train3647,train
train1188,train
train3185,train
train1976,train
train2593,train
train11802,train
train4012,train
train9744,train
train10293,train
train107,train
train7831,train
train10237,train
train5991,train
train16932,train
train2123,train
train13696,train
train9924,train
train11047,train
train8011,train
train134,train
train1870,train
train1351,train
train10451,train
train7955,train
train1835,train
train8089,train
train10457,train
train17962,train
train17826,train
train10079,train
train2578,train
train6865,train
train4326,train
train1302,train
train6311,train
train14970,train
train3611,train
train8500,train
train18085,train
train8945,train
train17979,train
train17759,train
train12603,train
train17753,train
train1855,train
train7632,train
train18193,train
train17988,train
train18652,train
train3664,train
train1203,train
train2246,train
train3224,train
train9945,train
train11792,train
train6359,train
train10045,train
train13228,train
train12146,train
train18317,train
train18558,train
train365,train
train14061,train
train12958,train
train1507,train
train12842,train
train4431,train
train16285,train
train18445,train
train9166,train
train9311,train
train12879,train
train13705,train
train344,train
train13856,train
train9197,train
train5917,train
train7702,train
train9715,train
train12373,train
train17696,train
train17829,train
train220,train
train18397,train
train12347,train
train8261,train
train2676,train
train4535,train
train11499,train
train15290,train
train13570,train
train18547,train
train8296,train
train18444,train
train8087,train
train17506,train
train18004,train
train1204,train
train17567,train
train11240,train
train4421,train
train869,train
train9,train
train8576,train
train2940,train
train7048,train
train10280,train
train7166,train
train1105,train
train6130,train
train5586,train
train14720,train
train3002,train
train10264,train
train499,train
train13471,train
train15005,train
train8448,train
train3288,train
train938,train
train6274,train
train8952,train
train237,train
train8990,train
train8444,train
train17491,train
train11543,train
train4593,train
train5811,train
train11073,train
train7387,train
train639,train
train10271,train
train14745,train
train1439,train
train14726,train
train10922,train
train15711,train
train18404,train
train12466,train
train5203,train
train16540,train
train13694,train
train3149,train
train11050,train
train13345,train
train11961,train
train6972,train
train1440,train
train10081,train
train8765,train
train10753,train
train729,train
train4933,train
train8478,train
train16159,train
train3038,train
train513,train
train12464,train
train3421,train
train13169,train
train3499,train
train16657,train
train9108,train
train8624,train
train15367,train
train2194,train
train5139,train
train142,train
train17229,train
train17742,train
train16569,train
train6473,train
train6543,train
train3678,train
train2222,train
train995,train
train17245,train
train13191,train
train9297,train
train3857,train
train6105,train
train6824,train
train1547,train
train7918,train
train2682,train
train12247,train
train7134,train
train7222,train
train6851,train
train2934,train
train14641,train
train7974,train
train1426,train
train12896,train
train1329,train
train355,train
train10211,train
train340,train
train8549,train
train5089,train
train13933,train
train15400,train
train12556,train
train18653,train
train5841,train
train11558,train
train12696,train
train16511,train
train11996,train
train14420,train
train1383,train
train6853,train
train9189,train
train3907,train
train1389,train
train13360,train
train6096,train
train9476,train
train16074,train
train15314,train
train12093,train
train18022,train
train12922,train
train17449,train
train6187,train
train17498,train
train5851,train
train11785,train
train16745,train
train1854,train
train17090,train
train11584,train
train14853,train
train17539,train
train9092,train
train8348,train
train2208,train
train17177,train
train8853,train
train8767,train
train1045,train
train13087,train
train9332,train
train8403,train
train14562,train
train10100,train
train9811,train
train8076,train
train13411,train
train9090,train
train14704,train
train8532,train
train13149,train
train6114,train
train3261,train
train7785,train
train15795,train
train15849,train
train5067,train
train6775,train
train7821,train
train731,train
train15833,train
train2786,train
train8015,train
train7296,train
train16089,train
train12143,train
train375,train
train15634,train
train5312,train
train12965,train
train9613,train
train3773,train
train6913,train
train181,train
train2798,train
train15122,train
train11480,train
train16035,train
train4284,train
train5512,train
train6863,train
train9970,train
train18542,train
train11959,train
train5123,train
train5893,train
train15090,train
train14838,train
train16062,train
train16160,train
train10276,train
train518,train
train12634,train
train6480,train
train15596,train
train7915,train
train12313,train
train18721,train
train6196,train
train11872,train
train7170,train
train12461,train
train1307,train
train5895,train
train13257,train
train13989,train
train12351,train
train4671,train
train11438,train
train4475,train
train11269,train
train12547,train
train1533,train
train6526,train
train18250,train
train15188,train
train3734,train
train14675,train
train16523,train
train700,train
train4727,train
train9466,train
train99,train
train2180,train
train9676,train
train8380,train
train8283,train
train5471,train
train2413,train
train11567,train
train12968,train
train3498,train
train18297,train
train10880,train
train1039,train
train4778,train
train10789,train
train767,train
train7686,train
train186,train
train9497,train
train3131,train
train582,train
train8676,train
train10763,train
train3182,train
train13405,train
train14740,train
train15342,train
train18623,train
train10464,train
train15388,train
train16041,train
train13825,train
train9096,train
train16771,train
train4908,train
train2658,train
train2021,train
train15170,train
train1046,train
train17481,train
train10721,train
train5685,train
train3610,train
train2602,train
train5168,train
train1336,train
train7608,train
train5110,train
train5174,train
train9673,train
train9963,train
train9852,train
train17227,train
train4874,train
train14747,train
train8879,train
train12953,train
train15380,train
train4299,train
train9066,train
train11640,train
train10181,train
train613,train
train3093,train
train12936,train
train2139,train
train7374,train
train1345,train
train13839,train
train3902,train
train13038,train
train7121,train
train10605,train
train14487,train
train3258,train
train11017,train
train18060,train
train6748,train
train15083,train
train9502,train
train18304,train
train18610,train
train17373,train
train2221,train
train18718,train
train12998,train
train11675,train
train8627,train
train1470,train
train16589,train
train16343,train
train17306,train
train1208,train
train1859,train
train3016,train
train7560,train
train8981,train
train13167,train
train8118,train
train8677,train
train5615,train
train11654,train
train15867,train
train18611,train
train16371,train
train5535,train
train2759,train
train3117,train
train1194,train
train10996,train
train439,train
train13595,train
train17346,train
train6181,train
train10725,train
train9897,train
train13337,train
train2843,train
train9625,train
train18315,train
train11594,train
train11643,train
train5707,train
train4356,train
train12593,train
train8944,train
train12261,train
train4103,train
train18646,train
train3031,train
train54,train
train5429,train
train9114,train
train1745,train
train9018,train
train8743,train
train3336,train
train1431,train
train12727,train
train8355,train
train3235,train
train4095,train
train5760,train
train6416,train
train15858,train
train12051,train
train13718,train
train3859,train
train15827,train
train10285,train
train13227,train
train11260,train
train2590,train
train1266,train
train6832,train
train2197,train
train4207,train
train8698,train
train10141,train
train1502,train
train10287,train
train11497,train
train9064,train
train2763,train
train6070,train
train14005,train
train3764,train
train5125,train
train1962,train
train4826,train
train3636,train
train12745,train
train13673,train
train2071,train
train10090,train
train15053,train
train10105,train
train2130,train
train15524,train
train6235,train
train5901,train
train8414,train
train1284,train
train3220,train
train17618,train
train15532,train
train12019,train
train17635,train
train5642,train
train8708,train
train7559,train
train5383,train
train14780,train
train2835,train
train4784,train
train13717,train
train6532,train
train8648,train
train10706,train
train11658,train
train18426,train
train8349,train
train7808,train
train1909,train
train18605,train
train18489,train
train2132,train
train13532,train
train17537,train
train15025,train
train16870,train
train1946,train
train4224,train
train5818,train
train10958,train
train15014,train
train17575,train
train3828,train
train14975,train
train12250,train
train9737,train
train6261,train
train16989,train
train13404,train
train5649,train
train13466,train
train15452,train
train6967,train
train4954,train
train9830,train
train17641,train
train6319,train
train17788,train
train6034,train
train11971,train
train5279,train
train9713,train
train12795,train
train11046,train
train13873,train
train7336,train
train5625,train
train14459,train
train8023,train
train8695,train
train3911,train
train11666,train
train3725,train
train4739,train
train10901,train
train18439,train
train17478,train
train4385,train
train11166,train
train12078,train
train803,train
train10047,train
train5954,train
train13132,train
train2248,train
train13458,train
train4498,train
train18017,train
train8609,train
train4664,train
train6483,train
train9080,train
train5065,train
train16478,train
train8088,train
train10755,train
train8983,train
train6268,train
train8406,train
train17182,train
train863,train
train9260,train
train5399,train
train3694,train
train8506,train
train17254,train
train6258,train
train3069,train
train11783,train
train11449,train
train13117,train
train663,train
train2452,train
train14526,train
train8565,train
train1083,train
train18081,train
train384,train
train15750,train
train15990,train
train15996,train
train14488,train
train15001,train
train7171,train
train11055,train
train4350,train
train3103,train
train10168,train
train5027,train
train7980,train
train2265,train
train3642,train
train16882,train
train9509,train
train13574,train
train3594,train
train14217,train
train7653,train
train12371,train
train8759,train
train13179,train
train12888,train
train10900,train
train4369,train
train8452,train
train4479,train
train5873,train
train18390,train
train5964,train
train3527,train
train2779,train
train787,train
train18684,train
train18733,train
train10071,train
train7484,train
train11435,train
train335,train
train12514,train
train2077,train
train308,train
train12422,train
train9433,train
train5539,train
train2341,train
train16741,train
train12489,train
train78,train
train15154,train
train2811,train
train5278,train
train6998,train
train13441,train
train13571,train
train17957,train
train9725,train
train8301,train
train12711,train
train18184,train
train14918,train
train13137,train
train734,train
train7576,train
train13579,train
train13044,train
train7276,train
train17894,train
train321,train
train2599,train
train15782,train
train14984,train
train3219,train
train6626,train
train10135,train
train17162,train
train16597,train
train12069,train
train8233,train
train11847,train
train370,train
train13545,train
train3777,train
train11921,train
train14450,train
train11098,train
train12165,train
train14696,train
train1994,train
train10239,train
train16889,train
train2037,train
train86,train
train8740,train
train4654,train
train14518,train
train7772,train
train17574,train
train2402,train
train16533,train
train7335,train
train18716,train
train17149,train
train87,train
train17072,train
train15645,train
train11445,train
train2419,train
train5906,train
train14851,train
train6341,train
train11680,train
train18432,train
train14682,train
train2428,train
train7384,train
train15450,train
train2942,train
train12900,train
train11969,train
train3133,train
train15256,train
train6539,train
train14606,train
train13380,train
train3321,train
train4796,train
train15229,train
train11767,train
train15305,train
train5854,train
train16891,train
train16814,train
train16131,train
train15120,train
train2802,train
train1077,train
train9358,train
train1580,train
train11455,train
train12241,train
train17847,train
train8518,train
train11044,train
train10376,train
train1092,train
train2832,train
train4006,train
train4863,train
train9073,train
train4027,train
train13687,train
train715,train
train12576,train
train12234,train
train3035,train
train2770,train
train15866,train
train3638,train
train5127,train
train2431,train
train11027,train
train123,train
train2033,train
train10467,train
train3000,train
train17578,train
train8924,train
train1902,train
train6375,train
train7331,train
train17315,train
train8126,train
train5602,train
train5902,train
train1806,train
train5542,train
train7674,train
train11562,train
train12099,train
train761,train
train9739,train
train489,train
train564,train
train4740,train
train4146,train
train7523,train
train3339,train
train6784,train
train2393,train
train2983,train
train7741,train
train5397,train
train16340,train
train15566,train
train17294,train
train4572,train
train15588,train
train9253,train
train8318,train
train7995,train
train16953,train
train11344,train
train8311,train
train16465,train
train1469,train
train7424,train
train8897,train
train7884,train
train2250,train
train4069,train
train13465,train
train1132,train
train12915,train
train3187,train
train17305,train
train15730,train
train1118,train
train428,train
train8801,train
train1815,train
train6120,train
train10030,train
train831,train
train5444,train
train7021,train
train1565,train
train11528,train
train15618,train
train15461,train
train12138,train
train5016,train
train11858,train
train12361,train
train16390,train
train6097,train
train6808,train
train12741,train
train18760,train
train10377,train
train293,train
train1667,train
train10269,train
train528,train
train15585,train
train6256,train
train9781,train
train2784,train
train10012,train
train12835,train
train16060,train
train4981,train
train6859,train
train7031,train
train13761,train
train13477,train
train18673,train
train2687,train
train11187,train
train11978,train
train3508,train
train7300,train
train17087,train
train18239,train
train3816,train
train17557,train
train2792,train
train110,train
train6581,train
train10139,train
train6482,train
train15430,train
train12139,train
train12298,train
train3971,train
train3266,train
train4899,train
train10777,train
train3274,train
train12583,train
train8046,train
train18156,train
train571,train
train1377,train
train13996,train
train3193,train
train6162,train
train15643,train
train10160,train
train4123,train
train14229,train
train8892,train
train3338,train
train255,train
train11245,train
train11095,train
train4173,train
train12845,train
train11895,train
train15993,train
train1989,train
train9551,train
train5516,train
train3127,train
train11350,train
train10065,train
train15271,train
train1915,train
train1385,train
train14762,train
train15776,train
train16361,train
train5467,train
train1201,train
train2852,train
train12181,train
train16219,train
train10804,train
train13452,train
train4565,train
train18078,train
train3880,train
train14118,train
train11664,train
train6932,train
train4856,train
train10953,train
train9674,train
train9968,train
train3023,train
train15109,train
train8987,train
train1770,train
train16058,train
train6757,train
train8888,train
train8124,train
train17822,train
train16973,train
train11997,train
train1337,train
train260,train
train10178,train
train14810,train
train17472,train
train15714,train
train5020,train
train9453,train
train14958,train
train16899,train
train7322,train
train6866,train
train5369,train
train6677,train
train2736,train
train15590,train
train16157,train
train7015,train
train15526,train
train1475,train
train15682,train
train2228,train
train15242,train
train8030,train
train18705,train
train3984,train
train13719,train
train5717,train
train3110,train
train1619,train
train15410,train
train6704,train
train678,train
train14532,train
train9273,train
train14190,train
train16276,train
train5752,train
train4580,train
train16547,train
train11995,train
train13814,train
train2928,train
train18376,train
train6005,train
train7678,train
train9684,train
train3698,train
train14763,train
train17388,train
train6823,train
train16876,train
train16238,train
train10702,train
train3830,train
train13020,train
train7180,train
train3135,train
train9880,train
train4708,train
train8949,train
train11431,train
train8785,train
train3711,train
train8270,train
train15808,train
train17953,train
train6683,train
train1797,train
train17504,train
train3169,train
train7213,train
train6230,train
train699,train
train14831,train
train12970,train
train11267,train
train11980,train
train11637,train
train2315,train
train2314,train
train4065,train
train8711,train
train17119,train
train16436,train
train4064,train
train14715,train
train9902,train
train8884,train
train13569,train
train11521,train
train3556,train
train11811,train
train85,train
train8246,train
train14411,train
train7840,train
train12180,train
train11079,train
train5769,train
train2380,train
train819,train
train4039,train
train16266,train
train18709,train
train2073,train
train3889,train
train1904,train
train13712,train
train17450,train
train17118,train
train6164,train
train12880,train
train17838,train
train7827,train
train11757,train
train2581,train
train11236,train
train3308,train
train1170,train
train14712,train
train10248,train
train5722,train
train11663,train
train15751,train
train7311,train
train13232,train
train2125,train
train11192,train
train18457,train
train16911,train
train5804,train
train18363,train
train1175,train
train18371,train
train5877,train
train10512,train
train7399,train
train17651,train
train11859,train
train13288,train
train16520,train
